Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	63	10:22:01 at 1436.5498 s
Craving Level:	63	10:22:01 at 1436.775 s
Craving Level:	63	10:22:01 at 1436.9444 s
Craving Level:	63	10:22:01 at 1437.1722 s
Craving Level:	63	10:22:02 at 1437.3387 s
Craving Level:	63	10:22:02 at 1437.561 s
Craving Level:	63	10:22:02 at 1437.7277 s
Craving Level:	63	10:22:02 at 1437.9508 s
Craving Level:	63	10:22:02 at 1438.1754 s
Craving Level:	63	10:22:03 at 1438.3423 s
Craving Level:	63	10:22:03 at 1438.5639 s
Craving Level:	63	10:22:03 at 1438.7311 s
Craving Level:	63	10:22:03 at 1438.9548 s
Craving Level:	63	10:22:03 at 1439.1267 s
Craving Level:	63	10:22:04 at 1439.3452 s
Craving Level:	63	10:22:04 at 1439.5686 s
Craving Level:	63	10:22:04 at 1439.736 s
Craving Level:	63	10:22:04 at 1439.9593 s
Craving Level:	63	10:22:04 at 1440.1279 s
Craving Level:	63	10:22:05 at 1440.3509 s
Craving Level:	63	10:22:05 at 1440.5738 s
Craving Level:	63	10:22:05 at 1440.7417 s
Craving Level:	63	10:22:05 at 1440.9654 s
Craving Level:	63	10:22:05 at 1441.134 s
Craving Level:	63	10:22:06 at 1441.3562 s
Craving Level:	63	10:22:06 at 1441.5266 s
Craving Level:	63	10:22:06 at 1441.7453 s
Craving Level:	63	10:22:06 at 1441.968 s
Craving Level:	63	10:22:06 at 1442.1373 s
Craving Level:	63	10:22:07 at 1442.3605 s
Craving Level:	63	10:22:07 at 1442.5276 s
Craving Level:	63	10:22:07 at 1442.7497 s
Craving Level:	63	10:22:07 at 1442.9724 s
Craving Level:	63	10:22:07 at 1443.1407 s
Craving Level:	63	10:22:08 at 1443.3631 s
Craving Level:	63	10:22:08 at 1443.5316 s
Craving Level:	63	10:22:08 at 1443.7542 s
Craving Level:	63	10:22:08 at 1443.9266 s
Craving Level:	63	10:22:08 at 1444.148 s
Craving Level:	63	10:22:09 at 1444.3705 s
Craving Level:	63	10:22:09 at 1444.5381 s
Craving Level:	63	10:22:09 at 1444.7603 s
Craving Level:	63	10:22:09 at 1444.9295 s
Craving Level:	63	10:22:09 at 1445.1536 s
Craving Level:	63	10:22:10 at 1445.3762 s
Craving Level:	63	10:22:10 at 1445.5436 s
Craving Level:	63	10:22:10 at 1445.766 s
Craving Level:	63	10:22:10 at 1445.933 s
Craving Level:	63	10:22:10 at 1446.1575 s
Craving Level:	63	10:22:11 at 1446.3285 s
Craving Level:	63	10:22:11 at 1446.5481 s
Craving Level:	63	10:22:11 at 1446.7703 s
Craving Level:	63	10:22:11 at 1446.9383 s
Craving Level:	63	10:22:11 at 1447.1632 s
Craving Level:	63	10:22:12 at 1447.3299 s
Craving Level:	63	10:22:12 at 1447.5547 s
Craving Level:	63	10:22:12 at 1447.7254 s
Craving Level:	63	10:22:12 at 1447.9457 s
Craving Level:	63	10:22:12 at 1448.1708 s
Craving Level:	63	10:22:13 at 1448.3374 s
Craving Level:	63	10:22:13 at 1448.5592 s
Craving Level:	63	10:22:13 at 1448.7267 s
Craving Level:	63	10:22:13 at 1448.9488 s
Craving Level:	63	10:22:13 at 1449.1738 s
Craving Level:	63	10:22:14 at 1449.3404 s
Craving Level:	63	10:22:14 at 1449.5626 s
Craving Level:	63	10:22:14 at 1449.7295 s
Craving Level:	63	10:22:14 at 1449.9531 s
Craving Level:	63	10:22:14 at 1450.1269 s
Craving Level:	63	10:22:15 at 1450.3448 s
Craving Level:	63	10:22:15 at 1450.5665 s
Craving Level:	63	10:22:15 at 1450.7353 s
Craving Level:	63	10:22:15 at 1450.9571 s
Craving Level:	63	10:22:15 at 1451.1268 s
Craving Level:	63	10:22:16 at 1451.3502 s
Craving Level:	63	10:22:16 at 1451.573 s
Craving Level:	63	10:22:16 at 1451.7399 s
Craving Level:	63	10:22:16 at 1451.9623 s
Craving Level:	63	10:22:16 at 1452.1307 s
Craving Level:	63	10:22:17 at 1452.3535 s
Craving Level:	63	10:22:17 at 1452.5767 s
Craving Level:	63	10:22:17 at 1452.7434 s
Craving Level:	63	10:22:17 at 1452.9655 s
Craving Level:	63	10:22:17 at 1453.135 s
Craving Level:	63	10:22:18 at 1453.3575 s
Craving Level:	63	10:22:18 at 1453.5259 s
Craving Level:	63	10:22:18 at 1453.7477 s
Craving Level:	63	10:22:18 at 1453.9703 s
Craving Level:	63	10:22:18 at 1454.1391 s
Craving Level:	63	10:22:19 at 1454.3617 s
Craving Level:	63	10:22:19 at 1454.5303 s
Craving Level:	63	10:22:19 at 1454.7521 s
Craving Level:	63	10:22:19 at 1454.9745 s
Craving Level:	63	10:22:19 at 1455.1433 s
Craving Level:	63	10:22:20 at 1455.3647 s
Craving Level:	63	10:22:20 at 1455.5321 s
Craving Level:	63	10:22:20 at 1455.7556 s
Craving Level:	63	10:22:20 at 1455.9268 s
Craving Level:	63	10:22:20 at 1456.1481 s
Craving Level:	63	10:22:21 at 1456.3715 s
Craving Level:	63	10:22:21 at 1456.5386 s
Craving Level:	63	10:22:21 at 1456.7621 s
Craving Level:	63	10:22:21 at 1456.929 s
Craving Level:	63	10:22:21 at 1457.1533 s
Craving Level:	63	10:22:22 at 1457.3758 s
Craving Level:	63	10:22:22 at 1457.5427 s
Craving Level:	63	10:22:22 at 1457.7651 s
Craving Level:	63	10:22:22 at 1457.932 s
Craving Level:	63	10:22:22 at 1458.1571 s
Craving Level:	63	10:22:23 at 1458.3257 s
Craving Level:	63	10:22:23 at 1458.5477 s
Craving Level:	63	10:22:23 at 1458.771 s
Craving Level:	63	10:22:23 at 1458.9399 s
Craving Level:	63	10:22:23 at 1459.1643 s
Craving Level:	63	10:22:24 at 1459.331 s
Craving Level:	63	10:22:24 at 1459.5537 s
Craving Level:	63	10:22:24 at 1459.7764 s
Craving Level:	63	10:22:24 at 1459.9441 s
Craving Level:	63	10:22:24 at 1460.1677 s
Craving Level:	63	10:22:25 at 1460.3355 s
Craving Level:	63	10:22:25 at 1460.5579 s
Craving Level:	63	10:22:25 at 1460.7264 s
Craving Level:	63	10:22:25 at 1460.9469 s
Craving Level:	63	10:22:25 at 1461.1719 s
Craving Level:	63	10:22:26 at 1461.3392 s
Craving Level:	63	10:22:26 at 1461.5622 s
Craving Level:	63	10:22:26 at 1461.7286 s
Craving Level:	63	10:22:26 at 1461.9511 s
Craving Level:	63	10:22:26 at 1462.1252 s
Craving Level:	63	10:22:27 at 1462.3422 s
Craving Level:	63	10:22:27 at 1462.5644 s
Craving Level:	63	10:22:27 at 1462.7317 s
Craving Level:	63	10:22:27 at 1462.9536 s
Craving Level:	63	10:22:27 at 1463.1269 s
Craving Level:	63	10:22:28 at 1463.3453 s
Craving Level:	63	10:22:28 at 1463.5683 s
Craving Level:	63	10:22:28 at 1463.7351 s
Craving Level:	63	10:22:28 at 1463.9578 s
Craving Level:	63	10:22:28 at 1464.1265 s
Craving Level:	63	10:22:29 at 1464.3499 s
Craving Level:	63	10:22:29 at 1464.572 s
Craving Level:	63	10:22:29 at 1464.739 s
Craving Level:	63	10:22:29 at 1464.961 s
Craving Level:	63	10:22:29 at 1465.1304 s
Craving Level:	63	10:22:30 at 1465.3531 s
Craving Level:	63	10:22:30 at 1465.5745 s
Craving Level:	63	10:22:30 at 1465.741 s
Craving Level:	63	10:22:30 at 1465.963 s
Craving Level:	63	10:22:30 at 1466.132 s
Craving Level:	63	10:22:31 at 1466.3544 s
Craving Level:	63	10:22:31 at 1466.5259 s
Craving Level:	63	10:22:31 at 1466.7442 s
Craving Level:	63	10:22:31 at 1466.9659 s
Craving Level:	63	10:22:31 at 1467.1344 s
Craving Level:	63	10:22:32 at 1467.3562 s
Craving Level:	63	10:22:32 at 1467.5265 s
Craving Level:	63	10:22:32 at 1467.7449 s
Craving Level:	63	10:22:32 at 1467.9675 s
Craving Level:	63	10:22:32 at 1468.1361 s
Craving Level:	63	10:22:33 at 1468.3591 s
Craving Level:	63	10:22:33 at 1468.5265 s
Craving Level:	63	10:22:33 at 1468.7482 s
Craving Level:	63	10:22:33 at 1468.9716 s
Craving Level:	63	10:22:33 at 1469.1402 s
Craving Level:	63	10:22:34 at 1469.3623 s
Craving Level:	63	10:22:34 at 1469.5315 s
Craving Level:	63	10:22:34 at 1469.7547 s
Craving Level:	63	10:22:34 at 1469.9267 s
Craving Level:	63	10:22:34 at 1470.1495 s
Craving Level:	63	10:22:35 at 1470.372 s
Craving Level:	63	10:22:35 at 1470.5404 s
Craving Level:	63	10:22:35 at 1470.7617 s
Craving Level:	63	10:22:35 at 1470.9284 s
Craving Level:	63	10:22:35 at 1471.1518 s
Craving Level:	63	10:22:36 at 1471.3741 s
Craving Level:	63	10:22:36 at 1471.5424 s
Craving Level:	63	10:22:36 at 1471.7658 s
Craving Level:	63	10:22:36 at 1471.9342 s
Craving Level:	63	10:22:36 at 1472.1601 s
Craving Level:	63	10:22:37 at 1472.3289 s
Craving Level:	63	10:22:37 at 1472.5529 s
Craving Level:	63	10:22:37 at 1472.7748 s
Craving Level:	63	10:22:37 at 1472.9417 s
Craving Level:	63	10:22:37 at 1473.1664 s
Craving Level:	63	10:22:38 at 1473.3333 s
Craving Level:	63	10:22:38 at 1473.5569 s
Craving Level:	63	10:22:38 at 1473.7291 s
Craving Level:	63	10:22:38 at 1473.9482 s
Craving Level:	63	10:22:38 at 1474.1732 s
Craving Level:	63	10:22:39 at 1474.3412 s
Craving Level:	63	10:22:39 at 1474.5643 s
Craving Level:	63	10:22:39 at 1474.731 s
Craving Level:	63	10:22:39 at 1474.9534 s
Craving Level:	63	10:22:39 at 1475.1267 s
Craving Level:	63	10:22:40 at 1475.3449 s
Craving Level:	63	10:22:40 at 1475.5687 s
Craving Level:	63	10:22:40 at 1475.7355 s
Craving Level:	63	10:22:40 at 1475.9584 s
Craving Level:	63	10:22:40 at 1476.1278 s
Craving Level:	63	10:22:41 at 1476.3508 s
Craving Level:	63	10:22:41 at 1476.5729 s
Craving Level:	63	10:22:41 at 1476.74 s
Craving Level:	63	10:22:41 at 1476.9629 s
Craving Level:	63	10:22:41 at 1477.1317 s
Craving Level:	63	10:22:42 at 1477.3551 s
Craving Level:	63	10:22:42 at 1477.5265 s
Craving Level:	63	10:22:42 at 1477.744 s
Craving Level:	63	10:22:42 at 1477.9665 s
Craving Level:	63	10:22:42 at 1478.1363 s
Craving Level:	63	10:22:43 at 1478.3585 s
Craving Level:	63	10:22:43 at 1478.5259 s
Craving Level:	63	10:22:43 at 1478.7516 s
Craving Level:	63	10:22:43 at 1478.9733 s
Craving Level:	63	10:22:43 at 1479.1423 s
Craving Level:	63	10:22:44 at 1479.3662 s
Craving Level:	63	10:22:44 at 1479.5333 s
Craving Level:	63	10:22:44 at 1479.7556 s
Craving Level:	63	10:22:44 at 1479.9259 s
Craving Level:	63	10:22:44 at 1480.1483 s
Craving Level:	63	10:22:45 at 1480.3705 s
Craving Level:	63	10:22:45 at 1480.5386 s
Craving Level:	63	10:22:45 at 1480.7606 s
Craving Level:	63	10:22:45 at 1480.9276 s
Craving Level:	63	10:22:45 at 1481.1547 s
Craving Level:	63	10:22:46 at 1481.3257 s
Craving Level:	63	10:22:46 at 1481.5443 s
Craving Level:	63	10:22:46 at 1481.7668 s
Craving Level:	63	10:22:46 at 1481.9342 s
Craving Level:	63	10:22:46 at 1482.16 s
Craving Level:	63	10:22:47 at 1482.328 s
Craving Level:	63	10:22:47 at 1482.5509 s
Craving Level:	63	10:22:47 at 1482.7736 s
Craving Level:	63	10:22:47 at 1482.9413 s
Craving Level:	63	10:22:47 at 1483.1672 s
Craving Level:	63	10:22:48 at 1483.3363 s
Craving Level:	63	10:22:48 at 1483.5592 s
Craving Level:	63	10:22:48 at 1483.7265 s
Craving Level:	63	10:22:48 at 1483.9489 s
Craving Level:	63	10:22:48 at 1484.1728 s
Craving Level:	63	10:22:49 at 1484.3416 s
Craving Level:	63	10:22:49 at 1484.5655 s
Craving Level:	63	10:22:49 at 1484.7324 s
Craving Level:	63	10:22:49 at 1484.9538 s
Craving Level:	63	10:22:49 at 1485.1271 s
Craving Level:	63	10:22:50 at 1485.3463 s
Craving Level:	63	10:22:50 at 1485.5683 s
Craving Level:	63	10:22:50 at 1485.7351 s
Craving Level:	63	10:22:50 at 1485.9573 s
Craving Level:	63	10:22:50 at 1486.1261 s
Craving Level:	63	10:22:51 at 1486.3487 s
Craving Level:	63	10:22:51 at 1486.5714 s
Craving Level:	63	10:22:51 at 1486.7384 s
Craving Level:	63	10:22:51 at 1486.9608 s
Craving Level:	63	10:22:51 at 1487.1298 s
Craving Level:	63	10:22:52 at 1487.3529 s
Craving Level:	63	10:22:52 at 1487.5747 s
Craving Level:	63	10:22:52 at 1487.7418 s
Craving Level:	63	10:22:52 at 1487.9645 s
Craving Level:	63	10:22:52 at 1488.1344 s
Craving Level:	63	10:22:53 at 1488.3566 s
Craving Level:	63	10:22:53 at 1488.5279 s
Craving Level:	63	10:22:53 at 1488.7472 s
Craving Level:	63	10:22:53 at 1488.9696 s
Craving Level:	63	10:22:53 at 1489.1386 s
Craving Level:	63	10:22:54 at 1489.3616 s
Craving Level:	63	10:22:54 at 1489.5294 s
Craving Level:	63	10:22:54 at 1489.7514 s
Craving Level:	63	10:22:54 at 1489.9729 s
Craving Level:	63	10:22:54 at 1490.1423 s
Craving Level:	63	10:22:55 at 1490.3644 s
Craving Level:	63	10:22:55 at 1490.5321 s
Craving Level:	63	10:22:55 at 1490.7537 s
Craving Level:	63	10:22:55 at 1490.9256 s
Craving Level:	63	10:22:55 at 1491.145 s
Craving Level:	63	10:22:56 at 1491.3672 s
Craving Level:	63	10:22:56 at 1491.5353 s
Craving Level:	63	10:22:56 at 1491.7584 s
Craving Level:	63	10:22:56 at 1491.9258 s
Craving Level:	63	10:22:56 at 1492.1498 s
Craving Level:	63	10:22:57 at 1492.3733 s
Craving Level:	63	10:22:57 at 1492.5413 s
Craving Level:	63	10:22:57 at 1492.7637 s
Craving Level:	63	10:22:57 at 1492.9303 s
Craving Level:	63	10:22:57 at 1493.1562 s
Craving Level:	63	10:22:58 at 1493.328 s
Craving Level:	63	10:22:58 at 1493.5474 s
Craving Level:	63	10:22:58 at 1493.7697 s
Craving Level:	63	10:22:58 at 1493.9361 s
Craving Level:	63	10:22:58 at 1494.1632 s
Craving Level:	63	10:22:59 at 1494.3319 s
Craving Level:	63	10:22:59 at 1494.5541 s
Craving Level:	63	10:22:59 at 1494.7261 s
Craving Level:	63	10:22:59 at 1494.9434 s
Craving Level:	63	10:22:59 at 1495.1681 s
Craving Level:	63	10:23:00 at 1495.335 s
Craving Level:	63	10:23:00 at 1495.5565 s
Craving Level:	63	10:23:00 at 1495.7277 s
Craving Level:	63	10:23:00 at 1495.9465 s
Craving Level:	63	10:23:00 at 1496.1708 s
Craving Level:	63	10:23:01 at 1496.3386 s
Craving Level:	63	10:23:01 at 1496.5609 s
Craving Level:	63	10:23:01 at 1496.7285 s
Craving Level:	63	10:23:01 at 1496.9511 s
Craving Level:	63	10:23:01 at 1497.1259 s
Craving Level:	63	10:23:02 at 1497.3442 s
Craving Level:	63	10:23:02 at 1497.5665 s
Craving Level:	63	10:23:02 at 1497.7336 s
Craving Level:	63	10:23:02 at 1497.9552 s
Craving Level:	63	10:23:02 at 1498.1256 s
Craving Level:	63	10:23:03 at 1498.3482 s
Craving Level:	63	10:23:03 at 1498.5713 s
Craving Level:	63	10:23:03 at 1498.7394 s
Craving Level:	63	10:23:03 at 1498.9617 s
Craving Level:	63	10:23:03 at 1499.1308 s
Craving Level:	63	10:23:04 at 1499.3547 s
Craving Level:	63	10:23:04 at 1499.5256 s
Craving Level:	63	10:23:04 at 1499.7443 s
Craving Level:	63	10:23:04 at 1499.9666 s
Craving Level:	63	10:23:37 at 1532.5009 s
Craving Level:	63	10:23:37 at 1532.9038 s
Craving Level:	63	10:23:37 at 1532.961 s
Craving Level:	63	10:23:37 at 1533.1262 s
Craving Level:	63	10:23:38 at 1533.3435 s
Craving Level:	63	10:23:38 at 1533.5633 s
Craving Level:	63	10:23:38 at 1533.727 s
Craving Level:	63	10:23:38 at 1533.9454 s
Craving Level:	63	10:23:38 at 1534.1662 s
Craving Level:	63	10:23:39 at 1534.3309 s
Craving Level:	63	10:23:39 at 1534.5487 s
Craving Level:	63	10:23:39 at 1534.7669 s
Craving Level:	63	10:23:39 at 1534.9328 s
Craving Level:	63	10:23:39 at 1535.1518 s
Craving Level:	63	10:23:40 at 1535.3715 s
Craving Level:	63	10:23:40 at 1535.535 s
Craving Level:	63	10:23:40 at 1535.7544 s
Craving Level:	63	10:23:40 at 1535.9718 s
Craving Level:	64	10:23:40 at 1536.1379 s
Craving Level:	64	10:23:41 at 1536.3553 s
Craving Level:	64	10:23:41 at 1536.5736 s
Craving Level:	64	10:23:41 at 1536.738 s
Craving Level:	64	10:23:41 at 1536.9556 s
Craving Level:	64	10:23:41 at 1537.1256 s
Craving Level:	64	10:23:42 at 1537.3397 s
Craving Level:	64	10:23:42 at 1537.5588 s
Craving Level:	64	10:23:42 at 1537.726 s
Craving Level:	64	10:23:42 at 1537.9412 s
Craving Level:	64	10:23:42 at 1538.1621 s
Craving Level:	64	10:23:43 at 1538.3264 s
Craving Level:	64	10:23:43 at 1538.5451 s
Craving Level:	64	10:23:43 at 1538.7638 s
Craving Level:	64	10:23:43 at 1538.9281 s
Craving Level:	64	10:23:43 at 1539.1485 s
Craving Level:	64	10:23:44 at 1539.3664 s
Craving Level:	64	10:23:44 at 1539.5308 s
Craving Level:	64	10:23:44 at 1539.7489 s
Craving Level:	64	10:23:44 at 1539.9686 s
Craving Level:	64	10:23:44 at 1540.1342 s
Craving Level:	64	10:23:45 at 1540.353 s
Craving Level:	64	10:23:45 at 1540.5709 s
Craving Level:	64	10:23:45 at 1540.7339 s
Craving Level:	64	10:23:45 at 1540.9532 s
Craving Level:	64	10:23:45 at 1541.1739 s
Craving Level:	64	10:23:46 at 1541.3375 s
Craving Level:	64	10:23:46 at 1541.5555 s
Craving Level:	64	10:23:46 at 1541.7748 s
Craving Level:	64	10:23:46 at 1541.9377 s
Craving Level:	64	10:23:46 at 1542.1573 s
Craving Level:	64	10:23:47 at 1542.3759 s
Craving Level:	64	10:23:47 at 1542.5397 s
Craving Level:	64	10:23:47 at 1542.7585 s
Craving Level:	64	10:23:47 at 1542.9253 s
Craving Level:	64	10:23:47 at 1543.1438 s
Craving Level:	64	10:23:48 at 1543.3625 s
Craving Level:	64	10:23:48 at 1543.5269 s
Craving Level:	64	10:23:48 at 1543.745 s
Craving Level:	64	10:23:48 at 1543.9661 s
Craving Level:	64	10:23:48 at 1544.1356 s
Craving Level:	64	10:23:49 at 1544.358 s
Craving Level:	64	10:23:49 at 1544.5271 s
Craving Level:	64	10:23:49 at 1544.7443 s
Craving Level:	64	10:23:49 at 1544.9652 s
Craving Level:	64	10:23:49 at 1545.1334 s
Craving Level:	64	10:23:50 at 1545.3539 s
Craving Level:	64	10:23:50 at 1545.526 s
Craving Level:	64	10:23:50 at 1545.7438 s
Craving Level:	64	10:23:50 at 1545.9646 s
Craving Level:	64	10:23:50 at 1546.1331 s
Craving Level:	64	10:23:51 at 1546.3541 s
Craving Level:	64	10:23:51 at 1546.5745 s
Craving Level:	64	10:23:51 at 1546.7411 s
Craving Level:	64	10:23:51 at 1546.9644 s
Craving Level:	64	10:23:51 at 1547.1333 s
Craving Level:	64	10:23:52 at 1547.3552 s
Craving Level:	64	10:23:52 at 1547.5259 s
Craving Level:	64	10:23:52 at 1547.7424 s
Craving Level:	64	10:23:52 at 1547.9651 s
Craving Level:	64	10:23:52 at 1548.1325 s
Craving Level:	64	10:23:53 at 1548.3534 s
Craving Level:	64	10:23:53 at 1548.5762 s
Craving Level:	64	10:23:53 at 1548.7428 s
Craving Level:	64	10:23:53 at 1548.964 s
Craving Level:	64	10:23:53 at 1549.1321 s
Craving Level:	64	10:23:54 at 1549.3534 s
Craving Level:	64	10:23:54 at 1549.5746 s
Craving Level:	64	10:23:54 at 1549.7409 s
Craving Level:	64	10:23:54 at 1549.961 s
Craving Level:	64	10:23:54 at 1550.1281 s
Craving Level:	64	10:23:55 at 1550.3497 s
Craving Level:	64	10:23:55 at 1550.5709 s
Craving Level:	64	10:23:55 at 1550.7366 s
Craving Level:	64	10:23:55 at 1550.9589 s
Craving Level:	64	10:23:55 at 1551.1271 s
Craving Level:	64	10:23:56 at 1551.3475 s
Craving Level:	64	10:23:56 at 1551.5684 s
Craving Level:	64	10:23:56 at 1551.7345 s
Craving Level:	64	10:23:56 at 1551.956 s
Craving Level:	64	10:23:56 at 1552.1254 s
Craving Level:	64	10:23:57 at 1552.3482 s
Craving Level:	64	10:23:57 at 1552.5703 s
Craving Level:	64	10:23:57 at 1552.7373 s
Craving Level:	64	10:23:57 at 1552.9603 s
Craving Level:	64	10:23:57 at 1553.1293 s
Craving Level:	64	10:23:58 at 1553.3531 s
Craving Level:	64	10:23:58 at 1553.5752 s
Craving Level:	64	10:23:58 at 1553.742 s
Craving Level:	64	10:23:58 at 1553.9641 s
Craving Level:	64	10:23:58 at 1554.1331 s
Craving Level:	64	10:23:59 at 1554.3563 s
Craving Level:	64	10:23:59 at 1554.5282 s
Craving Level:	64	10:23:59 at 1554.7484 s
Craving Level:	64	10:23:59 at 1554.9717 s
Craving Level:	64	10:23:59 at 1555.1407 s
Craving Level:	64	10:24:00 at 1555.364 s
Craving Level:	64	10:24:00 at 1555.5308 s
Craving Level:	64	10:24:00 at 1555.7537 s
Craving Level:	64	10:24:00 at 1555.9258 s
Craving Level:	64	10:24:00 at 1556.1453 s
Craving Level:	64	10:24:01 at 1556.3674 s
Craving Level:	64	10:24:01 at 1556.5347 s
Craving Level:	64	10:24:01 at 1556.7572 s
Craving Level:	64	10:24:01 at 1556.926 s
Craving Level:	64	10:24:01 at 1557.1492 s
Craving Level:	64	10:24:02 at 1557.3729 s
Craving Level:	64	10:24:02 at 1557.5448 s
Craving Level:	64	10:24:02 at 1557.7669 s
Craving Level:	64	10:24:02 at 1557.9344 s
Craving Level:	64	10:24:02 at 1558.1593 s
Craving Level:	64	10:24:03 at 1558.3274 s
Craving Level:	64	10:24:03 at 1558.5497 s
Craving Level:	64	10:24:03 at 1558.7739 s
Craving Level:	64	10:24:03 at 1558.9415 s
Craving Level:	64	10:24:03 at 1559.1661 s
Craving Level:	64	10:24:04 at 1559.3329 s
Craving Level:	64	10:24:04 at 1559.5552 s
Craving Level:	64	10:24:04 at 1559.7265 s
Craving Level:	64	10:24:04 at 1559.9445 s
Craving Level:	64	10:24:04 at 1560.1683 s
Craving Level:	64	10:24:05 at 1560.3359 s
Craving Level:	64	10:24:05 at 1560.5588 s
Craving Level:	64	10:24:05 at 1560.7262 s
Craving Level:	64	10:24:05 at 1560.95 s
Craving Level:	64	10:24:05 at 1561.1752 s
Craving Level:	64	10:24:06 at 1561.3429 s
Craving Level:	64	10:24:06 at 1561.5649 s
Craving Level:	64	10:24:06 at 1561.732 s
Craving Level:	64	10:24:06 at 1561.9552 s
Craving Level:	64	10:24:06 at 1562.1252 s
Craving Level:	64	10:24:07 at 1562.3472 s
Craving Level:	64	10:24:07 at 1562.5699 s
Craving Level:	64	10:24:07 at 1562.7369 s
Craving Level:	64	10:24:07 at 1562.9594 s
Craving Level:	64	10:24:07 at 1563.1282 s
Craving Level:	64	10:24:08 at 1563.3506 s
Craving Level:	64	10:24:08 at 1563.5723 s
Craving Level:	64	10:24:08 at 1563.7391 s
Craving Level:	64	10:24:08 at 1563.9618 s
Craving Level:	64	10:24:08 at 1564.1301 s
Craving Level:	64	10:24:09 at 1564.3518 s
Craving Level:	64	10:24:09 at 1564.574 s
Craving Level:	64	10:24:09 at 1564.7413 s
Craving Level:	64	10:24:09 at 1564.9632 s
Craving Level:	64	10:24:09 at 1565.1322 s
Craving Level:	64	10:24:10 at 1565.355 s
Craving Level:	64	10:24:10 at 1565.5278 s
Craving Level:	64	10:24:10 at 1565.7463 s
Craving Level:	64	10:24:10 at 1565.9699 s
Craving Level:	64	10:24:10 at 1566.1388 s
Craving Level:	64	10:24:11 at 1566.3614 s
Craving Level:	64	10:24:11 at 1566.5294 s
Craving Level:	64	10:24:11 at 1566.7519 s
Craving Level:	64	10:24:11 at 1566.9746 s
Craving Level:	64	10:24:11 at 1567.1436 s
Craving Level:	64	10:24:12 at 1567.3667 s
Craving Level:	64	10:24:12 at 1567.5339 s
Craving Level:	64	10:24:12 at 1567.7567 s
Craving Level:	64	10:24:12 at 1567.9279 s
Craving Level:	64	10:24:12 at 1568.1489 s
Craving Level:	64	10:24:13 at 1568.3707 s
Craving Level:	64	10:24:13 at 1568.5383 s
Craving Level:	64	10:24:13 at 1568.7601 s
Craving Level:	64	10:24:13 at 1568.927 s
Craving Level:	64	10:24:13 at 1569.1517 s
Craving Level:	64	10:24:14 at 1569.3754 s
Craving Level:	64	10:24:14 at 1569.5425 s
Craving Level:	64	10:24:14 at 1569.7649 s
Craving Level:	64	10:24:14 at 1569.9319 s
Craving Level:	64	10:24:14 at 1570.1551 s
Craving Level:	64	10:24:15 at 1570.3264 s
Craving Level:	64	10:24:15 at 1570.5457 s
Craving Level:	64	10:24:15 at 1570.7685 s
Craving Level:	64	10:24:15 at 1570.9364 s
Craving Level:	64	10:24:15 at 1571.1616 s
Craving Level:	64	10:24:16 at 1571.33 s
Craving Level:	64	10:24:16 at 1571.5519 s
Craving Level:	64	10:24:16 at 1571.7748 s
Craving Level:	64	10:24:16 at 1571.942 s
Craving Level:	64	10:24:16 at 1572.1671 s
Craving Level:	64	10:24:17 at 1572.3347 s
Craving Level:	64	10:24:17 at 1572.5582 s
Craving Level:	64	10:24:17 at 1572.7263 s
Craving Level:	64	10:24:17 at 1572.9479 s
Craving Level:	64	10:24:17 at 1573.1737 s
Craving Level:	64	10:24:18 at 1573.3405 s
Craving Level:	64	10:24:18 at 1573.5645 s
Craving Level:	64	10:24:18 at 1573.7314 s
Craving Level:	64	10:24:18 at 1573.9533 s
Craving Level:	64	10:24:18 at 1574.1272 s
Craving Level:	64	10:24:19 at 1574.3455 s
Craving Level:	64	10:24:19 at 1574.5686 s
Craving Level:	64	10:24:19 at 1574.7355 s
Craving Level:	64	10:24:19 at 1574.9576 s
Craving Level:	64	10:24:19 at 1575.1269 s
Craving Level:	64	10:24:20 at 1575.3491 s
Craving Level:	64	10:24:20 at 1575.5724 s
Craving Level:	64	10:24:20 at 1575.7388 s
Craving Level:	64	10:24:20 at 1575.9619 s
Craving Level:	64	10:24:20 at 1576.1313 s
Craving Level:	64	10:24:21 at 1576.3532 s
Craving Level:	64	10:24:21 at 1576.5746 s
Craving Level:	64	10:24:21 at 1576.7413 s
Craving Level:	64	10:24:21 at 1576.9646 s
Craving Level:	64	10:24:21 at 1577.1343 s
Craving Level:	64	10:24:22 at 1577.3573 s
Craving Level:	64	10:24:22 at 1577.5267 s
Craving Level:	64	10:24:22 at 1577.7474 s
Craving Level:	64	10:24:22 at 1577.9691 s
Craving Level:	64	10:24:22 at 1578.1391 s
Craving Level:	64	10:24:23 at 1578.3609 s
Craving Level:	64	10:24:23 at 1578.5279 s
Craving Level:	64	10:24:23 at 1578.7506 s
Craving Level:	64	10:24:23 at 1578.9724 s
Craving Level:	64	10:24:23 at 1579.1418 s
Craving Level:	64	10:24:24 at 1579.3639 s
Craving Level:	64	10:24:24 at 1579.5309 s
Craving Level:	64	10:24:24 at 1579.7539 s
Craving Level:	64	10:24:24 at 1579.9256 s
Craving Level:	64	10:24:24 at 1580.1448 s
Craving Level:	64	10:24:25 at 1580.3669 s
Craving Level:	64	10:24:25 at 1580.5342 s
Craving Level:	64	10:24:25 at 1580.7575 s
