Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
LMP_NIC_19	FP
Craving Level:	63	11:14:30 at 1807.0028 s
Craving Level:	63	11:14:30 at 1807.1776 s
Craving Level:	63	11:14:30 at 1807.4091 s
Craving Level:	63	11:14:30 at 1807.5777 s
Craving Level:	63	11:14:30 at 1807.8252 s
Craving Level:	63	11:14:31 at 1808.0031 s
Craving Level:	63	11:14:31 at 1808.1888 s
Craving Level:	63	11:14:31 at 1808.4211 s
Craving Level:	63	11:14:31 at 1808.6059 s
Craving Level:	63	11:14:31 at 1808.8025 s
Craving Level:	63	11:14:32 at 1808.9758 s
Craving Level:	62	11:14:32 at 1809.2188 s
Craving Level:	62	11:14:32 at 1809.3962 s
Craving Level:	61	11:14:32 at 1809.5833 s
Craving Level:	60	11:14:32 at 1809.7777 s
Craving Level:	59	11:14:33 at 1810.0138 s
Craving Level:	59	11:14:33 at 1810.191 s
Craving Level:	58	11:14:33 at 1810.4246 s
Craving Level:	58	11:14:33 at 1810.6018 s
Craving Level:	57	11:14:33 at 1810.7771 s
Craving Level:	57	11:14:34 at 1810.9988 s
Craving Level:	57	11:14:34 at 1811.1822 s
Craving Level:	57	11:14:34 at 1811.4096 s
Craving Level:	57	11:14:34 at 1811.5781 s
Craving Level:	57	11:14:34 at 1811.8192 s
Craving Level:	57	11:14:35 at 1812.0053 s
Craving Level:	57	11:14:35 at 1812.1912 s
Craving Level:	57	11:14:35 at 1812.4213 s
Craving Level:	57	11:14:35 at 1812.6037 s
Craving Level:	57	11:14:35 at 1812.799 s
Craving Level:	57	11:14:36 at 1812.9781 s
Craving Level:	57	11:14:36 at 1813.2033 s
Craving Level:	56	11:14:36 at 1813.378 s
Craving Level:	56	11:14:36 at 1813.6087 s
Craving Level:	56	11:14:36 at 1813.7952 s
Craving Level:	56	11:14:37 at 1813.9795 s
Craving Level:	56	11:14:37 at 1814.2057 s
Craving Level:	56	11:14:37 at 1814.388 s
Craving Level:	56	11:14:37 at 1814.6214 s
Craving Level:	56	11:14:37 at 1814.801 s
Craving Level:	56	11:14:38 at 1814.9939 s
Craving Level:	56	11:14:38 at 1815.1762 s
Craving Level:	56	11:14:38 at 1815.3776 s
Craving Level:	56	11:14:38 at 1815.6125 s
Craving Level:	56	11:14:38 at 1815.7876 s
Craving Level:	56	11:14:39 at 1816.0183 s
Craving Level:	56	11:14:39 at 1816.1944 s
Craving Level:	56	11:14:39 at 1816.4251 s
Craving Level:	56	11:14:39 at 1816.5966 s
Craving Level:	56	11:14:39 at 1816.7839 s
Craving Level:	56	11:14:40 at 1816.9763 s
Craving Level:	56	11:14:40 at 1817.2027 s
Craving Level:	56	11:14:40 at 1817.3828 s
Craving Level:	56	11:14:40 at 1817.615 s
Craving Level:	56	11:14:40 at 1817.7843 s
Craving Level:	56	11:14:41 at 1818.0167 s
Craving Level:	56	11:14:41 at 1818.1945 s
Craving Level:	56	11:14:41 at 1818.4235 s
Craving Level:	56	11:14:41 at 1818.5962 s
Craving Level:	56	11:14:41 at 1818.8243 s
Craving Level:	56	11:14:42 at 1819.0012 s
Craving Level:	56	11:14:42 at 1819.198 s
Craving Level:	56	11:14:42 at 1819.3765 s
Craving Level:	56	11:14:42 at 1819.6141 s
Craving Level:	56	11:14:42 at 1819.7944 s
Craving Level:	56	11:14:43 at 1819.9809 s
Craving Level:	56	11:14:43 at 1820.176 s
Craving Level:	56	11:14:43 at 1820.4147 s
Craving Level:	56	11:14:43 at 1820.5987 s
Craving Level:	56	11:14:43 at 1820.7783 s
Craving Level:	56	11:14:44 at 1820.9983 s
Craving Level:	56	11:14:44 at 1821.1778 s
Craving Level:	56	11:14:44 at 1821.408 s
Craving Level:	56	11:14:44 at 1821.5804 s
Craving Level:	56	11:14:44 at 1821.8051 s
Craving Level:	55	11:14:45 at 1821.9822 s
Craving Level:	54	11:14:45 at 1822.2248 s
Craving Level:	54	11:14:45 at 1822.4015 s
Craving Level:	53	11:14:45 at 1822.5761 s
Craving Level:	52	11:14:45 at 1822.8161 s
Craving Level:	52	11:14:46 at 1823.0017 s
Craving Level:	52	11:14:46 at 1823.1809 s
Craving Level:	51	11:14:46 at 1823.3755 s
Craving Level:	51	11:14:46 at 1823.6239 s
Craving Level:	51	11:14:46 at 1823.7965 s
Craving Level:	51	11:14:47 at 1824.0244 s
Craving Level:	51	11:14:47 at 1824.2008 s
Craving Level:	51	11:14:47 at 1824.3755 s
Craving Level:	51	11:14:47 at 1824.598 s
Craving Level:	51	11:14:47 at 1824.7769 s
Craving Level:	51	11:14:48 at 1825.0115 s
Craving Level:	51	11:14:48 at 1825.1993 s
Craving Level:	51	11:14:48 at 1825.4234 s
Craving Level:	51	11:14:48 at 1825.5972 s
Craving Level:	51	11:14:48 at 1825.8247 s
Craving Level:	51	11:14:49 at 1825.9965 s
Craving Level:	51	11:14:49 at 1826.178 s
Craving Level:	51	11:14:49 at 1826.4099 s
Craving Level:	51	11:14:49 at 1826.5807 s
Craving Level:	51	11:14:49 at 1826.7765 s
Craving Level:	51	11:14:50 at 1826.9991 s
Craving Level:	51	11:14:50 at 1827.1758 s
Craving Level:	51	11:14:50 at 1827.4074 s
Craving Level:	51	11:14:50 at 1827.5777 s
Craving Level:	51	11:14:50 at 1827.8133 s
Craving Level:	51	11:14:51 at 1827.9862 s
Craving Level:	51	11:14:51 at 1828.2171 s
Craving Level:	51	11:14:51 at 1828.3871 s
Craving Level:	51	11:14:51 at 1828.6162 s
Craving Level:	51	11:14:51 at 1828.7845 s
Craving Level:	51	11:14:52 at 1829.0114 s
Craving Level:	51	11:14:52 at 1829.1847 s
Craving Level:	51	11:14:52 at 1829.394 s
Craving Level:	51	11:14:52 at 1829.6226 s
Craving Level:	51	11:14:52 at 1829.7969 s
Craving Level:	51	11:14:53 at 1829.9799 s
Craving Level:	51	11:14:53 at 1830.2084 s
Craving Level:	51	11:14:53 at 1830.3857 s
Craving Level:	51	11:14:53 at 1830.6141 s
Craving Level:	51	11:14:53 at 1830.7877 s
Craving Level:	51	11:14:54 at 1831.0244 s
Craving Level:	51	11:14:54 at 1831.2092 s
Craving Level:	51	11:14:54 at 1831.4013 s
Craving Level:	51	11:14:54 at 1831.5777 s
Craving Level:	51	11:14:54 at 1831.8127 s
Craving Level:	51	11:14:55 at 1832.0023 s
Craving Level:	51	11:14:55 at 1832.1782 s
Craving Level:	51	11:14:55 at 1832.4043 s
Craving Level:	50	11:14:55 at 1832.5767 s
Craving Level:	49	11:14:55 at 1832.8107 s
Craving Level:	49	11:14:56 at 1832.9799 s
Craving Level:	49	11:14:56 at 1833.1808 s
Craving Level:	49	11:14:56 at 1833.4094 s
Craving Level:	49	11:14:56 at 1833.5856 s
Craving Level:	49	11:14:56 at 1833.8149 s
Craving Level:	49	11:14:57 at 1833.9918 s
Craving Level:	49	11:14:57 at 1834.1912 s
Craving Level:	49	11:14:57 at 1834.4139 s
Craving Level:	49	11:14:57 at 1834.5884 s
Craving Level:	49	11:14:57 at 1834.79 s
Craving Level:	49	11:14:58 at 1835.0176 s
Craving Level:	49	11:14:58 at 1835.1938 s
Craving Level:	49	11:14:58 at 1835.3766 s
Craving Level:	49	11:14:58 at 1835.6121 s
Craving Level:	49	11:14:58 at 1835.7872 s
Craving Level:	49	11:14:59 at 1836.0136 s
Craving Level:	49	11:14:59 at 1836.1993 s
Craving Level:	49	11:14:59 at 1836.3993 s
Craving Level:	49	11:14:59 at 1836.5784 s
Craving Level:	49	11:14:59 at 1836.7762 s
Craving Level:	49	11:15:00 at 1837.0111 s
Craving Level:	49	11:15:00 at 1837.1881 s
Craving Level:	49	11:15:00 at 1837.3766 s
Craving Level:	49	11:15:00 at 1837.5801 s
Craving Level:	49	11:15:00 at 1837.8084 s
Craving Level:	49	11:15:01 at 1837.9799 s
Craving Level:	49	11:15:01 at 1838.216 s
Craving Level:	49	11:15:01 at 1838.4046 s
Craving Level:	49	11:15:01 at 1838.5762 s
Craving Level:	49	11:15:01 at 1838.8063 s
Craving Level:	49	11:15:02 at 1838.9829 s
Craving Level:	49	11:15:02 at 1839.2154 s
Craving Level:	49	11:15:02 at 1839.401 s
Craving Level:	49	11:15:02 at 1839.5823 s
Craving Level:	49	11:15:02 at 1839.8144 s
Craving Level:	49	11:15:03 at 1839.9986 s
Craving Level:	49	11:15:03 at 1840.181 s
Craving Level:	49	11:15:03 at 1840.4113 s
Craving Level:	49	11:15:03 at 1840.5818 s
Craving Level:	49	11:15:03 at 1840.824 s
Craving Level:	49	11:15:04 at 1840.9931 s
Craving Level:	49	11:15:04 at 1841.1848 s
Craving Level:	49	11:15:04 at 1841.3783 s
Craving Level:	49	11:15:04 at 1841.6083 s
Craving Level:	49	11:15:04 at 1841.7769 s
Craving Level:	49	11:15:05 at 1842.0071 s
Craving Level:	49	11:15:05 at 1842.1825 s
Craving Level:	49	11:15:05 at 1842.4148 s
Craving Level:	49	11:15:05 at 1842.5934 s
Craving Level:	49	11:15:05 at 1842.8175 s
Craving Level:	49	11:15:06 at 1842.9932 s
Craving Level:	49	11:15:06 at 1843.2203 s
Craving Level:	49	11:15:06 at 1843.3981 s
Craving Level:	49	11:15:06 at 1843.5779 s
Craving Level:	49	11:15:06 at 1843.836 s
Craving Level:	49	11:15:07 at 1844.018 s
Craving Level:	49	11:15:07 at 1844.1907 s
Craving Level:	49	11:15:07 at 1844.4202 s
Craving Level:	49	11:15:07 at 1844.5961 s
Craving Level:	49	11:15:07 at 1844.7758 s
Craving Level:	49	11:15:08 at 1845.0232 s
Craving Level:	49	11:15:08 at 1845.1984 s
Craving Level:	49	11:15:08 at 1845.423 s
Craving Level:	49	11:15:08 at 1845.5932 s
Craving Level:	49	11:15:08 at 1845.7778 s
Craving Level:	49	11:15:09 at 1846.0098 s
Craving Level:	49	11:15:09 at 1846.1966 s
Craving Level:	49	11:15:09 at 1846.3764 s
Craving Level:	49	11:15:09 at 1846.6152 s
Craving Level:	49	11:15:09 at 1846.7858 s
Craving Level:	49	11:15:10 at 1847.0099 s
Craving Level:	49	11:15:10 at 1847.1889 s
Craving Level:	49	11:15:10 at 1847.4382 s
Craving Level:	49	11:15:10 at 1847.6081 s
Craving Level:	49	11:15:10 at 1847.7788 s
Craving Level:	49	11:15:11 at 1848.0156 s
Craving Level:	49	11:15:11 at 1848.19 s
Craving Level:	49	11:15:11 at 1848.4219 s
Craving Level:	49	11:15:11 at 1848.5933 s
Craving Level:	49	11:15:11 at 1848.8182 s
Craving Level:	49	11:15:12 at 1849.0272 s
Craving Level:	49	11:15:12 at 1849.1991 s
Craving Level:	49	11:15:12 at 1849.3803 s
Craving Level:	49	11:15:12 at 1849.6047 s
Craving Level:	49	11:15:12 at 1849.7827 s
Craving Level:	49	11:15:13 at 1850.0209 s
Craving Level:	49	11:15:13 at 1850.1937 s
Craving Level:	49	11:15:13 at 1850.421 s
Craving Level:	49	11:15:13 at 1850.6065 s
Craving Level:	49	11:15:13 at 1850.7852 s
Craving Level:	49	11:15:14 at 1850.9773 s
Craving Level:	49	11:15:14 at 1851.209 s
Craving Level:	49	11:15:14 at 1851.3885 s
Craving Level:	49	11:15:14 at 1851.6198 s
Craving Level:	49	11:15:14 at 1851.7882 s
Craving Level:	49	11:15:15 at 1852.015 s
Craving Level:	49	11:15:15 at 1852.1919 s
Craving Level:	49	11:15:15 at 1852.4203 s
Craving Level:	49	11:15:15 at 1852.5894 s
Craving Level:	49	11:15:15 at 1852.8151 s
Craving Level:	49	11:15:16 at 1852.9933 s
Craving Level:	49	11:15:16 at 1853.2235 s
Craving Level:	49	11:15:16 at 1853.3928 s
Craving Level:	49	11:15:16 at 1853.6182 s
Craving Level:	50	11:15:16 at 1853.797 s
Craving Level:	50	11:15:17 at 1853.977 s
Craving Level:	49	11:15:17 at 1854.2158 s
Craving Level:	48	11:15:17 at 1854.3972 s
Craving Level:	48	11:15:17 at 1854.5808 s
Craving Level:	47	11:15:17 at 1854.8302 s
Craving Level:	46	11:15:18 at 1855.0031 s
Craving Level:	46	11:15:18 at 1855.1813 s
Craving Level:	46	11:15:18 at 1855.3788 s
Craving Level:	46	11:15:18 at 1855.6163 s
Craving Level:	45	11:15:18 at 1855.7851 s
Craving Level:	45	11:15:19 at 1856.0219 s
Craving Level:	44	11:15:19 at 1856.2018 s
Craving Level:	43	11:15:19 at 1856.3864 s
Craving Level:	42	11:15:19 at 1856.6206 s
Craving Level:	42	11:15:19 at 1856.8103 s
Craving Level:	41	11:15:20 at 1857.0052 s
Craving Level:	40	11:15:20 at 1857.1812 s
Craving Level:	39	11:15:20 at 1857.4095 s
Craving Level:	38	11:15:20 at 1857.6131 s
Craving Level:	37	11:15:20 at 1857.8116 s
Craving Level:	37	11:15:21 at 1857.9953 s
Craving Level:	36	11:15:21 at 1858.176 s
Craving Level:	35	11:15:21 at 1858.4185 s
Craving Level:	34	11:15:21 at 1858.5893 s
Craving Level:	33	11:15:21 at 1858.7759 s
Craving Level:	32	11:15:22 at 1859.0026 s
Craving Level:	31	11:15:22 at 1859.1869 s
Craving Level:	30	11:15:22 at 1859.4159 s
Craving Level:	30	11:15:22 at 1859.6014 s
Craving Level:	29	11:15:22 at 1859.7808 s
Craving Level:	28	11:15:23 at 1860.0034 s
Craving Level:	27	11:15:23 at 1860.1826 s
Craving Level:	26	11:15:23 at 1860.421 s
Craving Level:	26	11:15:23 at 1860.5927 s
Craving Level:	25	11:15:23 at 1860.776 s
Craving Level:	24	11:15:24 at 1861.0216 s
Craving Level:	23	11:15:24 at 1861.205 s
Craving Level:	23	11:15:24 at 1861.3761 s
Craving Level:	23	11:15:24 at 1861.6098 s
Craving Level:	22	11:15:24 at 1861.7787 s
Craving Level:	22	11:15:25 at 1861.976 s
Craving Level:	22	11:15:25 at 1862.203 s
Craving Level:	22	11:15:25 at 1862.3882 s
Craving Level:	22	11:15:25 at 1862.5763 s
Craving Level:	22	11:15:25 at 1862.8116 s
Craving Level:	22	11:15:26 at 1862.9886 s
Craving Level:	22	11:15:26 at 1863.177 s
Craving Level:	22	11:15:26 at 1863.4005 s
Craving Level:	22	11:15:26 at 1863.5761 s
Craving Level:	22	11:15:26 at 1863.8063 s
Craving Level:	22	11:15:27 at 1863.9989 s
Craving Level:	22	11:15:27 at 1864.1982 s
Craving Level:	22	11:15:27 at 1864.3865 s
Craving Level:	22	11:15:27 at 1864.6195 s
Craving Level:	22	11:15:27 at 1864.7888 s
Craving Level:	22	11:15:28 at 1864.977 s
Craving Level:	22	11:15:28 at 1865.2083 s
Craving Level:	22	11:15:28 at 1865.3855 s
Craving Level:	22	11:15:28 at 1865.6232 s
Craving Level:	22	11:15:28 at 1865.7931 s
Craving Level:	22	11:15:29 at 1865.9773 s
Craving Level:	22	11:15:29 at 1866.2063 s
Craving Level:	22	11:15:29 at 1866.3819 s
Craving Level:	22	11:15:29 at 1866.5768 s
Craving Level:	22	11:15:29 at 1866.8154 s
Craving Level:	22	11:15:30 at 1866.9956 s
Craving Level:	22	11:15:30 at 1867.1794 s
Craving Level:	22	11:15:30 at 1867.4044 s
Craving Level:	22	11:15:30 at 1867.5864 s
Craving Level:	22	11:15:30 at 1867.8147 s
Craving Level:	22	11:15:31 at 1868.012 s
Craving Level:	22	11:15:31 at 1868.1831 s
Craving Level:	22	11:15:31 at 1868.4185 s
Craving Level:	22	11:15:31 at 1868.5953 s
Craving Level:	22	11:15:31 at 1868.8015 s
Craving Level:	22	11:15:32 at 1869.0248 s
Craving Level:	22	11:15:32 at 1869.2 s
Craving Level:	22	11:15:32 at 1869.4242 s
Craving Level:	22	11:15:32 at 1869.5993 s
Craving Level:	22	11:15:32 at 1869.779 s
Craving Level:	22	11:15:33 at 1870.0052 s
Craving Level:	22	11:15:33 at 1870.1967 s
Craving Level:	22	11:15:33 at 1870.3857 s
Craving Level:	22	11:15:33 at 1870.6066 s
Craving Level:	22	11:15:33 at 1870.7766 s
Craving Level:	22	11:15:34 at 1871.0157 s
Craving Level:	22	11:15:34 at 1871.2001 s
Craving Level:	22	11:15:34 at 1871.3755 s
Craving Level:	22	11:15:34 at 1871.6167 s
Craving Level:	22	11:15:34 at 1871.7857 s
Craving Level:	22	11:15:35 at 1871.9772 s
Craving Level:	22	11:15:35 at 1872.2172 s
Craving Level:	22	11:15:35 at 1872.3853 s
Craving Level:	22	11:15:35 at 1872.6188 s
Craving Level:	22	11:15:35 at 1872.7885 s
Craving Level:	22	11:15:36 at 1872.976 s
Craving Level:	22	11:15:36 at 1873.2042 s
Craving Level:	22	11:15:36 at 1873.383 s
Craving Level:	22	11:15:36 at 1873.6253 s
Craving Level:	22	11:15:36 at 1873.7975 s
Craving Level:	22	11:15:37 at 1874.0233 s
Craving Level:	22	11:15:37 at 1874.1959 s
Craving Level:	22	11:15:37 at 1874.4249 s
Craving Level:	22	11:15:37 at 1874.5968 s
Craving Level:	22	11:15:37 at 1874.7762 s
Craving Level:	22	11:15:38 at 1875.0035 s
Craving Level:	22	11:15:38 at 1875.1789 s
Craving Level:	22	11:15:38 at 1875.403 s
Craving Level:	22	11:15:38 at 1875.5762 s
Craving Level:	22	11:15:38 at 1875.8134 s
Craving Level:	22	11:15:39 at 1875.9968 s
Craving Level:	22	11:15:39 at 1876.2227 s
Craving Level:	22	11:15:39 at 1876.3971 s
Craving Level:	22	11:15:39 at 1876.5789 s
Craving Level:	22	11:15:39 at 1876.8066 s
Craving Level:	22	11:15:40 at 1876.976 s
Craving Level:	22	11:15:40 at 1877.2154 s
Craving Level:	22	11:15:40 at 1877.3849 s
Craving Level:	22	11:15:40 at 1877.6124 s
Craving Level:	22	11:15:40 at 1877.7831 s
Craving Level:	22	11:15:41 at 1878.014 s
Craving Level:	22	11:15:41 at 1878.1853 s
Craving Level:	22	11:15:41 at 1878.4189 s
Craving Level:	22	11:15:41 at 1878.6006 s
Craving Level:	22	11:15:41 at 1878.7769 s
Craving Level:	22	11:15:42 at 1878.9799 s
Craving Level:	22	11:15:42 at 1879.2151 s
Craving Level:	22	11:15:42 at 1879.396 s
Craving Level:	22	11:15:42 at 1879.5762 s
Craving Level:	22	11:15:42 at 1879.8044 s
Craving Level:	22	11:15:43 at 1879.9802 s
Craving Level:	22	11:15:43 at 1880.2067 s
Craving Level:	22	11:15:43 at 1880.3774 s
Craving Level:	22	11:15:43 at 1880.606 s
Craving Level:	22	11:15:43 at 1880.779 s
Craving Level:	22	11:15:44 at 1881.0067 s
Craving Level:	22	11:15:44 at 1881.1811 s
Craving Level:	22	11:15:44 at 1881.4155 s
Craving Level:	22	11:15:44 at 1881.598 s
Craving Level:	22	11:15:44 at 1881.8243 s
Craving Level:	22	11:15:45 at 1882.0025 s
Craving Level:	22	11:15:45 at 1882.1768 s
Craving Level:	22	11:15:45 at 1882.4153 s
Craving Level:	22	11:15:45 at 1882.5849 s
Craving Level:	22	11:15:45 at 1882.8142 s
Craving Level:	22	11:15:46 at 1882.9855 s
Craving Level:	22	11:15:46 at 1883.2197 s
Craving Level:	22	11:15:46 at 1883.4143 s
Craving Level:	22	11:15:46 at 1883.5909 s
Craving Level:	22	11:15:46 at 1883.8164 s
Craving Level:	22	11:15:47 at 1883.9889 s
Craving Level:	22	11:15:47 at 1884.2264 s
Craving Level:	22	11:15:47 at 1884.3945 s
Craving Level:	22	11:15:47 at 1884.5812 s
Craving Level:	22	11:15:47 at 1884.8069 s
Craving Level:	22	11:15:48 at 1884.9828 s
Craving Level:	22	11:15:48 at 1885.1769 s
Craving Level:	22	11:15:48 at 1885.4037 s
Craving Level:	22	11:15:48 at 1885.5767 s
Craving Level:	22	11:15:48 at 1885.8074 s
Craving Level:	22	11:15:49 at 1885.976 s
Craving Level:	22	11:15:49 at 1886.2081 s
Craving Level:	22	11:15:49 at 1886.3874 s
Craving Level:	22	11:15:49 at 1886.6161 s
Craving Level:	22	11:15:49 at 1886.8029 s
Craving Level:	22	11:15:50 at 1886.9758 s
Craving Level:	22	11:15:50 at 1887.2126 s
Craving Level:	22	11:15:50 at 1887.3845 s
Craving Level:	22	11:15:50 at 1887.6172 s
Craving Level:	22	11:15:50 at 1887.7869 s
Craving Level:	22	11:15:51 at 1887.9863 s
Craving Level:	22	11:15:51 at 1888.2182 s
Craving Level:	22	11:15:51 at 1888.3996 s
Craving Level:	22	11:15:51 at 1888.5796 s
Craving Level:	22	11:15:51 at 1888.8106 s
Craving Level:	22	11:15:52 at 1888.999 s
Craving Level:	22	11:15:52 at 1889.1898 s
Craving Level:	22	11:15:52 at 1889.421 s
Craving Level:	22	11:15:52 at 1889.5982 s
Craving Level:	22	11:15:52 at 1889.793 s
Craving Level:	22	11:15:53 at 1890.0195 s
Craving Level:	22	11:15:53 at 1890.1942 s
Craving Level:	22	11:15:53 at 1890.4188 s
Craving Level:	22	11:15:53 at 1890.594 s
Craving Level:	22	11:15:53 at 1890.8242 s
Craving Level:	22	11:15:54 at 1890.9935 s
Craving Level:	22	11:15:54 at 1891.1777 s
Craving Level:	22	11:15:54 at 1891.4184 s
Craving Level:	22	11:15:54 at 1891.5957 s
Craving Level:	22	11:15:54 at 1891.7771 s
Craving Level:	22	11:15:55 at 1892.0058 s
Craving Level:	22	11:15:55 at 1892.1787 s
Craving Level:	22	11:15:55 at 1892.4107 s
Craving Level:	22	11:15:55 at 1892.5806 s
Craving Level:	22	11:15:55 at 1892.7848 s
Craving Level:	22	11:15:56 at 1893.0257 s
Craving Level:	22	11:15:56 at 1893.195 s
Craving Level:	22	11:15:56 at 1893.4248 s
Craving Level:	22	11:15:56 at 1893.5971 s
Craving Level:	22	11:15:56 at 1893.7771 s
Craving Level:	22	11:15:57 at 1893.9783 s
Craving Level:	22	11:15:57 at 1894.2078 s
Craving Level:	22	11:15:57 at 1894.4 s
Craving Level:	21	11:15:57 at 1894.5764 s
Craving Level:	21	11:15:57 at 1894.8077 s
Craving Level:	21	11:15:58 at 1894.99 s
Craving Level:	21	11:15:58 at 1895.2197 s
Craving Level:	21	11:15:58 at 1895.3898 s
Craving Level:	21	11:15:58 at 1895.6153 s
Craving Level:	21	11:15:58 at 1895.8173 s
Craving Level:	21	11:15:59 at 1895.9904 s
Craving Level:	21	11:15:59 at 1896.1834 s
Craving Level:	21	11:15:59 at 1896.3769 s
Craving Level:	21	11:15:59 at 1896.6021 s
Craving Level:	21	11:15:59 at 1896.7764 s
Craving Level:	21	11:16:00 at 1897.0021 s
Craving Level:	21	11:16:00 at 1897.1974 s
Craving Level:	21	11:16:00 at 1897.4246 s
Craving Level:	21	11:16:00 at 1897.5971 s
Craving Level:	21	11:16:00 at 1897.789 s
Craving Level:	21	11:16:01 at 1898.0233 s
Craving Level:	21	11:16:01 at 1898.2105 s
Craving Level:	21	11:16:01 at 1898.3792 s
Craving Level:	21	11:16:01 at 1898.6127 s
Craving Level:	21	11:16:01 at 1898.8168 s
Craving Level:	21	11:16:02 at 1898.9914 s
Craving Level:	21	11:16:02 at 1899.2186 s
Craving Level:	21	11:16:02 at 1899.3897 s
Craving Level:	21	11:16:02 at 1899.6283 s
Craving Level:	21	11:16:02 at 1899.7962 s
Craving Level:	21	11:16:03 at 1900.0208 s
Craving Level:	21	11:16:03 at 1900.1929 s
Craving Level:	21	11:16:03 at 1900.4247 s
Craving Level:	21	11:16:03 at 1900.6081 s
Craving Level:	21	11:16:03 at 1900.7824 s
Craving Level:	21	11:16:04 at 1901.0099 s
Craving Level:	21	11:16:04 at 1901.1881 s
Craving Level:	21	11:16:04 at 1901.4232 s
Craving Level:	21	11:16:04 at 1901.5937 s
Craving Level:	21	11:16:04 at 1901.7837 s
Craving Level:	21	11:16:05 at 1902.02 s
Craving Level:	21	11:16:05 at 1902.2007 s
Craving Level:	21	11:16:05 at 1902.3773 s
Craving Level:	21	11:16:05 at 1902.6138 s
Craving Level:	21	11:16:05 at 1902.8047 s
Craving Level:	21	11:16:06 at 1902.9767 s
Craving Level:	21	11:16:06 at 1903.2 s
Craving Level:	21	11:16:06 at 1903.4236 s
Craving Level:	21	11:16:06 at 1903.5958 s
Craving Level:	21	11:16:06 at 1903.7769 s
Craving Level:	21	11:16:07 at 1904.0021 s
Craving Level:	21	11:16:07 at 1904.1845 s
Craving Level:	21	11:16:07 at 1904.4086 s
Craving Level:	21	11:16:07 at 1904.5942 s
Craving Level:	21	11:16:07 at 1904.7829 s
Craving Level:	21	11:16:08 at 1904.9763 s
Craving Level:	21	11:16:08 at 1905.2164 s
Craving Level:	21	11:16:08 at 1905.3872 s
Craving Level:	21	11:16:08 at 1905.6239 s
Craving Level:	21	11:16:08 at 1905.7955 s
Craving Level:	21	11:16:09 at 1906.0255 s
Craving Level:	21	11:16:09 at 1906.1965 s
Craving Level:	21	11:16:09 at 1906.3761 s
Craving Level:	21	11:16:09 at 1906.6 s
Craving Level:	21	11:16:09 at 1906.7798 s
Craving Level:	21	11:16:10 at 1907.005 s
Craving Level:	21	11:16:10 at 1907.2039 s
Craving Level:	21	11:16:10 at 1907.3764 s
Craving Level:	21	11:16:10 at 1907.6073 s
Craving Level:	21	11:16:10 at 1907.779 s
Craving Level:	21	11:16:11 at 1908.0202 s
Craving Level:	21	11:16:11 at 1908.1941 s
Craving Level:	21	11:16:11 at 1908.3811 s
Craving Level:	21	11:16:11 at 1908.6212 s
Craving Level:	21	11:16:11 at 1908.789 s
Craving Level:	21	11:16:12 at 1909.0149 s
Craving Level:	21	11:16:12 at 1909.1915 s
Craving Level:	21	11:16:12 at 1909.3767 s
Craving Level:	21	11:16:12 at 1909.5784 s
Craving Level:	21	11:16:12 at 1909.8028 s
Craving Level:	21	11:16:13 at 1909.9819 s
Craving Level:	21	11:16:13 at 1910.2094 s
Craving Level:	21	11:16:13 at 1910.4098 s
Craving Level:	21	11:16:13 at 1910.5813 s
Craving Level:	21	11:16:13 at 1910.8151 s
Craving Level:	21	11:16:14 at 1910.9882 s
Craving Level:	21	11:16:14 at 1911.2204 s
Craving Level:	21	11:16:14 at 1911.3947 s
Craving Level:	21	11:16:14 at 1911.6344 s
Craving Level:	21	11:16:14 at 1911.8356 s
Craving Level:	21	11:16:15 at 1912.0084 s
Craving Level:	21	11:16:15 at 1912.1817 s
Craving Level:	21	11:16:15 at 1912.4124 s
Craving Level:	21	11:16:15 at 1912.5906 s
Craving Level:	21	11:16:15 at 1912.8174 s
Craving Level:	21	11:16:16 at 1912.9857 s
Craving Level:	21	11:16:16 at 1913.187 s
Craving Level:	21	11:16:16 at 1913.408 s
Craving Level:	21	11:16:16 at 1913.5874 s
Craving Level:	21	11:16:16 at 1913.8216 s
Craving Level:	21	11:16:17 at 1914.0035 s
Craving Level:	21	11:16:17 at 1914.2115 s
Craving Level:	21	11:16:17 at 1914.3879 s
Craving Level:	21	11:16:17 at 1914.6197 s
Craving Level:	21	11:16:17 at 1914.7938 s
Craving Level:	21	11:16:18 at 1914.9762 s
Craving Level:	21	11:16:18 at 1915.2012 s
Craving Level:	21	11:16:18 at 1915.3768 s
Craving Level:	21	11:16:18 at 1915.602 s
Craving Level:	21	11:16:18 at 1915.7764 s
Craving Level:	21	11:16:19 at 1916.0054 s
Craving Level:	21	11:16:19 at 1916.1768 s
Craving Level:	21	11:16:19 at 1916.4056 s
Craving Level:	21	11:16:19 at 1916.5762 s
Craving Level:	21	11:16:19 at 1916.8147 s
Craving Level:	21	11:16:20 at 1917.0006 s
Craving Level:	21	11:16:20 at 1917.1878 s
Craving Level:	21	11:16:20 at 1917.418 s
Craving Level:	21	11:16:20 at 1917.5909 s
Craving Level:	21	11:16:20 at 1917.8343 s
Craving Level:	20	11:16:21 at 1918.0082 s
Craving Level:	20	11:16:21 at 1918.2006 s
Craving Level:	20	11:16:21 at 1918.3768 s
Craving Level:	20	11:16:21 at 1918.6121 s
Craving Level:	20	11:16:21 at 1918.7797 s
